id,title,product_link
132,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver",https://www.noon.com/saudi-en/inspiron-14-5410-convertible-laptop-with-14-inch-fhd-touchscreen-display-11th-gen-intel-core-i3-1125g4-256gb-ssd-4-gb-ram-intel-uhd-graphics-win-10-home-eng-ar-kb-english-arabic-silver/N50226701A/p/?o=b790305fc48a2d2e
133,AirPods (3rd generation) with Lightning Charging Case White,https://www.noon.com/saudi-en/airpods-3rd-generation-with-lightning-charging-case-white/N53349332A/p/?o=acdf2eca6d2afd9c
134,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS,https://www.noon.com/saudi-en/eos-5d-mark-iv-dslr-camera-with-ef-24-105mm-is-usm-lens-fast-versatile-full-frame-camera-30-4-mp-4k-wi-fi-gps/N13299769A/p/?o=ae440035122d245e
135,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black",https://www.noon.com/saudi-en/65-inch-4k-uhd-google-tv-smart-tv-dolby-vision-dolby-atmos-google-assistant-in-built-chromecast-and-premium-streaming-channels-model-2023-65p637-black/N53362855A/p/?o=be83f5f423e3b68d
136,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black,https://www.noon.com/saudi-en/band-6-all-day-spo2-monitoring-fullview-display-2-weeks-battery-life-1-47-inch-graphite-black/N46954808A/p/?o=c0bca8a9176c08af
137,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version,https://www.noon.com/saudi-en/playstation-5-with-blu-ray-disc-version-new-model-official-ksa-version/N70022608V/p/?o=a2e071547d90cb4e
138,Flip 6 Portable Waterproof Speaker Black,https://www.noon.com/saudi-en/flip-6-portable-waterproof-speaker-black/N52103168A/p/?o=d5f6408d0cf41c5c
139,20000mAh High-Speed Charging Technology Powerbank 18 watt Black,https://www.noon.com/saudi-en/20000mah-high-speed-charging-technology-powerbank-18-watt-black/N43785642A/p/?o=c7ce75c5e275ac9e
140,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version,https://www.noon.com/saudi-en/ipad-2022-10th-generation-10-9-inch-64gb-wifi-silver-international-version/N53359870A/p/?o=b20b57f27aee378a
141,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version,https://www.noon.com/saudi-en/iphone-15-pro-max-256gb-black-titanium-5g-with-facetime-middle-east-version/N53432493A/p/?o=ea494d7c3358a48d
142,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version,https://www.noon.com/saudi-en/galaxy-s23-ultra-5g-dual-sim-phantom-black-12gb-ram-256gb-international-version/N53379147A/p/?o=ffa06254b074517d
143,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones",https://www.noon.com/saudi-en/zipforce-true-wireless-earbuds-in-ear-bluetooth-5-3-headphones-bluetooth-earbuds-touch-control-30-playtime-ipx5-waterproof-tws-light-weight-earphones/ZDFD9FC0C48DF8C91D823Z/p/?o=zdfd9fc0c48df8c91d823z-1
144,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold",https://www.noon.com/saudi-en/macbook-air-with-13-3-inch-retina-display-core-i5-processor-10th-gen-macos-8gb-ram-512-gb-ssd-intel-iris-plus-graphics-with-english-keyboard-2020-gold-english-gold/N36062336A/p/?o=f5a2f63a5155b11c
145,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version,https://www.noon.com/saudi-en/galaxy-tab-s8-graphite-8gb-ram-128gb-5g-middle-east-version/N52535568A/p/?o=c52ad9141f39b82f
146,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver",https://www.noon.com/saudi-en/inspiron-14-5410-convertible-laptop-with-14-inch-fhd-touchscreen-display-11th-gen-intel-core-i3-1125g4-256gb-ssd-4-gb-ram-intel-uhd-graphics-win-10-home-eng-ar-kb-english-arabic-silver/N50226701A/p/?o=b790305fc48a2d2e
147,AirPods (3rd generation) with Lightning Charging Case White,https://www.noon.com/saudi-en/airpods-3rd-generation-with-lightning-charging-case-white/N53349332A/p/?o=acdf2eca6d2afd9c
148,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS,https://www.noon.com/saudi-en/eos-5d-mark-iv-dslr-camera-with-ef-24-105mm-is-usm-lens-fast-versatile-full-frame-camera-30-4-mp-4k-wi-fi-gps/N13299769A/p/?o=ae440035122d245e
149,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black",https://www.noon.com/saudi-en/65-inch-4k-uhd-google-tv-smart-tv-dolby-vision-dolby-atmos-google-assistant-in-built-chromecast-and-premium-streaming-channels-model-2023-65p637-black/N53362855A/p/?o=be83f5f423e3b68d
150,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black,https://www.noon.com/saudi-en/band-6-all-day-spo2-monitoring-fullview-display-2-weeks-battery-life-1-47-inch-graphite-black/N46954808A/p/?o=c0bca8a9176c08af
151,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version,https://www.noon.com/saudi-en/playstation-5-with-blu-ray-disc-version-new-model-official-ksa-version/N70022608V/p/?o=a2e071547d90cb4e
152,Flip 6 Portable Waterproof Speaker Black,https://www.noon.com/saudi-en/flip-6-portable-waterproof-speaker-black/N52103168A/p/?o=d5f6408d0cf41c5c
153,20000mAh High-Speed Charging Technology Powerbank 18 watt Black,https://www.noon.com/saudi-en/20000mah-high-speed-charging-technology-powerbank-18-watt-black/N43785642A/p/?o=c7ce75c5e275ac9e
154,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version,https://www.noon.com/saudi-en/ipad-2022-10th-generation-10-9-inch-64gb-wifi-silver-international-version/N53359870A/p/?o=b20b57f27aee378a
155,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version,https://www.noon.com/saudi-en/iphone-15-pro-max-256gb-black-titanium-5g-with-facetime-middle-east-version/N53432493A/p/?o=ea494d7c3358a48d
156,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version,https://www.noon.com/saudi-en/galaxy-s23-ultra-5g-dual-sim-phantom-black-12gb-ram-256gb-international-version/N53379147A/p/?o=ffa06254b074517d
157,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones",https://www.noon.com/saudi-en/zipforce-true-wireless-earbuds-in-ear-bluetooth-5-3-headphones-bluetooth-earbuds-touch-control-30-playtime-ipx5-waterproof-tws-light-weight-earphones/ZDFD9FC0C48DF8C91D823Z/p/?o=zdfd9fc0c48df8c91d823z-1
158,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold",https://www.noon.com/saudi-en/macbook-air-with-13-3-inch-retina-display-core-i5-processor-10th-gen-macos-8gb-ram-512-gb-ssd-intel-iris-plus-graphics-with-english-keyboard-2020-gold-english-gold/N36062336A/p/?o=f5a2f63a5155b11c
159,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version,https://www.noon.com/saudi-en/galaxy-tab-s8-graphite-8gb-ram-128gb-5g-middle-east-version/N52535568A/p/?o=c52ad9141f39b82f
160,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver",https://www.noon.com/saudi-en/inspiron-14-5410-convertible-laptop-with-14-inch-fhd-touchscreen-display-11th-gen-intel-core-i3-1125g4-256gb-ssd-4-gb-ram-intel-uhd-graphics-win-10-home-eng-ar-kb-english-arabic-silver/N50226701A/p/?o=b790305fc48a2d2e
161,AirPods (3rd generation) with Lightning Charging Case White,https://www.noon.com/saudi-en/airpods-3rd-generation-with-lightning-charging-case-white/N53349332A/p/?o=acdf2eca6d2afd9c
162,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS,https://www.noon.com/saudi-en/eos-5d-mark-iv-dslr-camera-with-ef-24-105mm-is-usm-lens-fast-versatile-full-frame-camera-30-4-mp-4k-wi-fi-gps/N13299769A/p/?o=ae440035122d245e
163,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black",https://www.noon.com/saudi-en/65-inch-4k-uhd-google-tv-smart-tv-dolby-vision-dolby-atmos-google-assistant-in-built-chromecast-and-premium-streaming-channels-model-2023-65p637-black/N53362855A/p/?o=be83f5f423e3b68d
164,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black,https://www.noon.com/saudi-en/band-6-all-day-spo2-monitoring-fullview-display-2-weeks-battery-life-1-47-inch-graphite-black/N46954808A/p/?o=c0bca8a9176c08af
165,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version,https://www.noon.com/saudi-en/playstation-5-with-blu-ray-disc-version-new-model-official-ksa-version/N70022608V/p/?o=a2e071547d90cb4e
166,Flip 6 Portable Waterproof Speaker Black,https://www.noon.com/saudi-en/flip-6-portable-waterproof-speaker-black/N52103168A/p/?o=d5f6408d0cf41c5c
167,20000mAh High-Speed Charging Technology Powerbank 18 watt Black,https://www.noon.com/saudi-en/20000mah-high-speed-charging-technology-powerbank-18-watt-black/N43785642A/p/?o=c7ce75c5e275ac9e
168,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version,https://www.noon.com/saudi-en/ipad-2022-10th-generation-10-9-inch-64gb-wifi-silver-international-version/N53359870A/p/?o=b20b57f27aee378a
170,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version,https://www.noon.com/saudi-en/iphone-15-pro-max-256gb-black-titanium-5g-with-facetime-middle-east-version/N53432493A/p/?o=ea494d7c3358a48d
171,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version,https://www.noon.com/saudi-en/galaxy-s23-ultra-5g-dual-sim-phantom-black-12gb-ram-256gb-international-version/N53379147A/p/?o=ffa06254b074517d
172,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones",https://www.noon.com/saudi-en/zipforce-true-wireless-earbuds-in-ear-bluetooth-5-3-headphones-bluetooth-earbuds-touch-control-30-playtime-ipx5-waterproof-tws-light-weight-earphones/ZDFD9FC0C48DF8C91D823Z/p/?o=zdfd9fc0c48df8c91d823z-1
